roadsegid,party_time_rate,work_time_rate,pw_ratio
47653,62,104.285714285714,-0.254295532646048
47798,306.142857142857,448.142857142857,-0.188257575757576
47913,17.2857142857143,17.2857142857143,0
48018,83.4285714285714,116.142857142857,-0.163922691481747
48100,30.5714285714286,54.2857142857143,-0.279461279461279
48162,40.7142857142857,63.1428571428571,-0.21595598349381
48355,1279.71428571429,1243.85714285714,0.0142088876309086
48356,98,129.142857142857,-0.137106918238994
48410,468.285714285714,536.571428571429,-0.0679556440147853
48415,789,2468,-0.515505066011667
48656,145.571428571429,171.571428571429,-0.081981981981982
48783,243.428571428571,539.285714285714,-0.377988684066435
48793,827,782.428571428571,0.0276939463873602
48834,18.2857142857143,110.857142857143,-0.716814159292036
48835,1440.57142857143,1457.71428571429,-0.0059148264984227
48836,260.571428571429,294,-0.0602782071097373
49079,738.142857142857,553.285714285714,0.143141592920354
49094,79.1428571428571,95.1428571428571,-0.0918032786885246
49096,703.714285714286,821.571428571429,-0.0772688957572352
49123,96,173.714285714286,-0.288135593220339
49214,166.285714285714,210.857142857143,-0.118181818181818
49361,216.285714285714,349.571428571429,-0.23554657914668
49382,12.4285714285714,12.4285714285714,0
50030,12.1428571428571,36.2857142857143,-0.498525073746313
50206,50,67.1428571428571,-0.146341463414634
50216,361,381.714285714286,-0.027889978842085
50838,262.714285714286,135.285714285714,0.320172290021536
50840,44.4285714285714,113.428571428571,-0.43710407239819
50842,1420.71428571429,1420.71428571429,0
50845,131.428571428571,131.428571428571,0
50870,365,462.571428571429,-0.11790091489729
51025,110.428571428571,123.714285714286,-0.0567419158023185
51062,1535.71428571429,1576.14285714286,-0.012991782582748
51085,4384.28571428571,4384.28571428571,0
51114,222.428571428571,624.571428571429,-0.474784955304436
51124,797.857142857143,1242,-0.217732334197073
51173,264.571428571429,305.714285714286,-0.0721442885771544
51205,2.57142857142857,2,0.125
51206,5.57142857142857,8.71428571428571,-0.22
51654,65.5714285714286,37.4285714285714,0.273231622746186
51927,198.571428571429,398.857142857143,-0.335246293639407
51928,334,365.428571428571,-0.0449346405228758
51950,139.571428571429,115.428571428571,0.0946778711484594
51951,620.571428571429,641.857142857143,-0.0168609256535024
51960,683.142857142857,458.714285714286,0.19654697860628
51962,303.428571428571,424.857142857143,-0.166732051785014
51966,183.857142857143,197.571428571429,-0.0359550561797753
52040,246,288.857142857143,-0.0801282051282051
52041,111.857142857143,145.571428571429,-0.130965593784684
52386,19,26.5714285714286,-0.166144200626959
52498,12.7142857142857,31.4285714285714,-0.423948220064725
52501,36.8571428571429,41.2857142857143,-0.056672760511883
52618,11.4285714285714,17.2857142857143,-0.203980099502488
52712,1769.57142857143,1647,0.0358755644756649
52819,583.857142857143,871.857142857143,-0.19784102060844
53097,112.857142857143,175.571428571429,-0.217434373452204
53151,8.57142857142857,8.57142857142857,0
53191,18.1428571428571,31,-0.261627906976744
53313,86.5714285714286,105.714285714286,-0.0995542347696879
53398,80.2857142857143,232.571428571429,-0.48675799086758
53550,115.714285714286,279.285714285714,-0.414104882459313
53755,205.571428571429,222,-0.0384229869695957
53776,1527.71428571429,994,0.211647405393157
54448,101.571428571429,158.285714285714,-0.218251786695987
54842,10.5714285714286,31.7142857142857,-0.5
54846,162.857142857143,332.428571428571,-0.342370925872512
54883,250.714285714286,250.714285714286,0
54917,23.5714285714286,21.1428571428571,0.0543130990415336
54918,2086.28571428571,2157.71428571429,-0.0168304833714825
54919,2975.14285714286,2975.14285714286,0
54920,500.428571428571,568.714285714286,-0.0638695884553714
54921,4044,4046.42857142857,-0.000300178341249817
54922,1598.85714285714,1598.85714285714,0
54923,5048,5048,0
54924,5682,5682,0
54925,2950.28571428571,3161.71428571429,-0.0345923709798056
54933,49.4285714285714,107.428571428571,-0.36976320582878
54944,1644.85714285714,1553.14285714286,0.028678638434736
54945,5019.71428571429,2504,0.334371321155964
54946,5898.71428571429,2534.85714285714,0.398865080037266
54947,4544,2686.28571428571,0.256935114202166
54948,551,353.285714285714,0.218641390205371
54949,867.571428571429,473.428571428571,0.293917119420475
54958,63.7142857142857,42,0.205405405405405
54961,46.5714285714286,57,-0.100689655172414
54966,18.2857142857143,16.1428571428571,0.0622406639004149
55033,44.7142857142857,69.2857142857143,-0.215538847117795
55045,285.714285714286,221.142857142857,0.12739571589628
55047,97.8571428571429,97.8571428571429,0
55610,51.5714285714286,77,-0.197777777777778
55623,754.857142857143,754.857142857143,0
55805,101.285714285714,101.285714285714,0
55832,142.857142857143,294.714285714286,-0.347045380346066
55837,16,31.4285714285714,-0.325301204819277
55868,119,119,0
55915,524.857142857143,528.571428571429,-0.00352590181719551
55918,121.571428571429,303.142857142857,-0.427514295324588
55919,,6.57142857142857,
56218,360.285714285714,541.571428571429,-0.201013781086647
56223,268,357.571428571429,-0.143183375199817
56450,15.4285714285714,52.7142857142857,-0.547169811320755
56462,1404.85714285714,1678.14285714286,-0.0886427876372735
56977,0.571428571428571,10.2857142857143,-0.894736842105263
57046,235,443.571428571429,-0.307368421052632
57099,23.7142857142857,23,0.0152905198776759
57147,714,436.714285714286,0.24096834264432
57635,24.8571428571429,27.4285714285714,-0.0491803278688524
58433,128.571428571429,128.571428571429,0
58436,125.285714285714,133.571428571429,-0.0320088300220751
58446,20.7142857142857,38.8571428571429,-0.304556354916067
58455,7.42857142857143,10.2857142857143,-0.161290322580645
58459,69.4285714285714,69.4285714285714,0
58461,26.8571428571429,27.1428571428571,-0.00529100529100527
58463,316.142857142857,332,-0.024465505840864
58464,98.8571428571429,117.285714285714,-0.085261070720423
58468,26.5714285714286,59.5714285714286,-0.383084577114428
58712,22.8571428571429,84.7142857142857,-0.575033200531208
58746,20.4285714285714,26.2857142857143,-0.125382262996942
58836,26.2857142857143,139.857142857143,-0.683576956147893
58992,133.571428571429,146.142857142857,-0.044943820224719
59657,3.14285714285714,3.14285714285714,0
